DayOfWeek,Date,DepTime,ArrTime,CRSArrTime,UniqueCarrier,Airline,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Org_Airport,Dest,Dest_Airport,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
7,6/1/2019,1841,1952,1845,WN,Southwest Airlines Co.,2457,N634SW,71,60,42,67,56,BUR,Bob Hope Airport (Hollywood Burbank Airport),LAS,McCarran International Airport,223,13,16,0,N,0,0,7,11,0,49
7,6/1/2019,2200,2305,2210,WN,Southwest Airlines Co.,2540,N209WN,65,65,42,55,55,BUR,Bob Hope Airport (Hollywood Burbank Airport),LAS,McCarran International Airport,223,4,19,0,N,0,0,0,4,0,51
7,6/1/2019,2205,2326,2250,WN,Southwest Airlines Co.,219,N757LV,81,70,59,36,25,BUR,Bob Hope Airport (Hollywood Burbank Airport),OAK,Oakland International Airport,325,6,16,0,N,0,0,0,11,0,25
7,6/1/2019,2004,2130,2045,WN,Southwest Airlines Co.,391,N241WN,86,75,57,45,34,BUR,Bob Hope Airport (Hollywood Burbank Airport),OAK,Oakland International Airport,325,18,11,0,N,0,0,0,11,0,34
7,6/1/2019,1405,1523,1505,WN,Southwest Airlines Co.,850,N376SW,78,70,64,18,10,BUR,Bob Hope Airport (Hollywood Burbank Airport),OAK,Oakland International Airport,325,4,10,0,N,0,3,0,8,0,7
7,6/1/2019,1625,1748,1635,WN,Southwest Airlines Co.,1132,N318SW,83,75,63,73,65,BUR,Bob Hope Airport (Hollywood Burbank Airport),OAK,Oakland International Airport,325,5,15,0,N,0,14,0,8,0,51
7,6/1/2019,2140,2254,2140,WN,Southwest Airlines Co.,1246,N215WN,74,70,57,74,70,BUR,Bob Hope Airport (Hollywood Burbank Airport),OAK,Oakland International Airport,325,9,8,0,N,0,58,0,4,0,12
7,6/1/2019,1831,1947,1835,WN,Southwest Airlines Co.,1339,N215WN,76,75,66,72,71,BUR,Bob Hope Airport (Hollywood Burbank Airport),OAK,Oakland International Airport,325,4,6,0,N,0,0,0,1,0,71
7,6/1/2019,1842,1958,1905,WN,Southwest Airlines Co.,2182,N309SW,76,75,64,53,52,BUR,Bob Hope Airport (Hollywood Burbank Airport),OAK,Oakland International Airport,325,3,9,0,N,0,0,16,1,0,36
7,6/1/2019,1745,2008,1835,WN,Southwest Airlines Co.,481,N684WN,83,85,62,93,95,BUR,Bob Hope Airport (Hollywood Burbank Airport),PHX,Phoenix Sky Harbor International Airport,369,5,16,0,N,0,65,0,0,0,28
7,6/1/2019,1339,1557,1525,WN,Southwest Airlines Co.,891,N233LV,78,85,63,32,39,BUR,Bob Hope Airport (Hollywood Burbank Airport),PHX,Phoenix Sky Harbor International Airport,369,4,11,0,N,0,11,0,0,0,21
7,6/1/2019,1919,2136,2055,WN,Southwest Airlines Co.,980,N410WN,77,85,61,41,49,BUR,Bob Hope Airport (Hollywood Burbank Airport),PHX,Phoenix Sky Harbor International Airport,369,4,12,0,N,0,7,0,0,0,34
7,6/1/2019,1709,1915,1605,WN,Southwest Airlines Co.,2614,N430WN,66,80,52,190,204,BUR,Bob Hope Airport (Hollywood Burbank Airport),PHX,Phoenix Sky Harbor International Airport,369,5,9,0,N,0,119,0,0,0,71
7,6/1/2019,1951,2102,2020,WN,Southwest Airlines Co.,921,N414WN,71,65,59,42,36,BUR,Bob Hope Airport (Hollywood Burbank Airport),SJC,Norman Y. Mineta San José International Airport,296,2,10,0,N,0,0,0,6,0,36
7,6/1/2019,1946,2056,1935,WN,Southwest Airlines Co.,1306,N318SW,70,65,58,81,76,BUR,Bob Hope Airport (Hollywood Burbank Airport),SJC,Norman Y. Mineta San José International Airport,296,5,7,0,N,0,3,0,5,0,73
7,6/1/2019,2129,2241,2200,WN,Southwest Airlines Co.,2871,N444WN,72,65,56,41,34,BUR,Bob Hope Airport (Hollywood Burbank Airport),SJC,Norman Y. Mineta San José International Airport,296,4,12,0,N,0,0,0,12,0,29
7,6/1/2019,1437,1551,1450,WN,Southwest Airlines Co.,2874,N388SW,74,65,56,61,52,BUR,Bob Hope Airport (Hollywood Burbank Airport),SJC,Norman Y. Mineta San José International Airport,296,3,15,0,N,0,0,5,9,0,47
7,6/1/2019,1639,1740,1720,WN,Southwest Airlines Co.,3237,N716SW,61,65,51,20,24,BUR,Bob Hope Airport (Hollywood Burbank Airport),SJC,Norman Y. Mineta San José International Airport,296,3,7,0,N,0,5,0,0,0,15
7,6/1/2019,1058,1210,1145,WN,Southwest Airlines Co.,3426,N311SW,72,65,56,25,18,BUR,Bob Hope Airport (Hollywood Burbank Airport),SJC,Norman Y. Mineta San José International Airport,296,4,12,0,N,0,2,0,7,0,16
7,6/1/2019,2004,2119,2055,WN,Southwest Airlines Co.,148,N312SW,75,75,63,24,24,BUR,Bob Hope Airport (Hollywood Burbank Airport),SMF,Sacramento International Airport,358,4,8,0,N,0,2,0,0,0,22
7,6/1/2019,2130,2246,2210,WN,Southwest Airlines Co.,333,N692SW,76,75,62,36,35,BUR,Bob Hope Airport (Hollywood Burbank Airport),SMF,Sacramento International Airport,358,4,10,0,N,0,0,0,1,0,35
7,6/1/2019,1151,1322,1300,WN,Southwest Airlines Co.,705,N633SW,91,75,61,22,6,BUR,Bob Hope Airport (Hollywood Burbank Airport),SMF,Sacramento International Airport,358,4,26,0,N,0,0,0,20,0,2
7,6/1/2019,1651,1804,1745,WN,Southwest Airlines Co.,734,N340LV,73,75,60,19,21,BUR,Bob Hope Airport (Hollywood Burbank Airport),SMF,Sacramento International Airport,358,4,9,0,N,0,2,0,0,0,17
7,6/1/2019,1251,1410,1330,WN,Southwest Airlines Co.,1586,N318SW,79,75,63,40,36,BUR,Bob Hope Airport (Hollywood Burbank Airport),SMF,Sacramento International Airport,358,4,12,0,N,0,19,0,4,0,17
7,6/1/2019,1528,1639,1550,WN,Southwest Airlines Co.,2370,N634SW,71,75,61,49,53,BUR,Bob Hope Airport (Hollywood Burbank Airport),SMF,Sacramento International Airport,358,3,7,0,N,0,0,0,11,0,38
7,6/1/2019,925,1029,940,WN,Southwest Airlines Co.,922,N653SW,64,70,52,49,55,BWI,Baltimore-Washington International Airport,ALB,Albany International Airport,288,3,9,0,N,0,49,0,0,0,0
7,6/1/2019,1404,1511,1440,WN,Southwest Airlines Co.,1570,N365SW,67,65,53,31,29,BWI,Baltimore-Washington International Airport,BDL,Bradley International Airport,283,3,11,0,N,0,4,0,2,0,25
7,6/1/2019,2134,2242,2220,WN,Southwest Airlines Co.,1830,N344SW,68,65,53,22,19,BWI,Baltimore-Washington International Airport,BUF,Buffalo Niagara International Airport,281,4,11,0,N,0,0,0,3,0,19
7,6/1/2019,1941,2040,2020,WN,Southwest Airlines Co.,3419,N458WN,59,65,47,20,26,BWI,Baltimore-Washington International Airport,BUF,Buffalo Niagara International Airport,281,3,9,0,N,0,19,0,0,0,1
7,6/1/2019,1411,1524,1500,WN,Southwest Airlines Co.,3489,N679AA,73,65,62,24,16,BWI,Baltimore-Washington International Airport,BUF,Buffalo Niagara International Airport,281,2,9,0,N,0,16,0,8,0,0
7,6/1/2019,1926,2031,1930,WN,Southwest Airlines Co.,269,N396SW,65,75,52,61,71,BWI,Baltimore-Washington International Airport,CLE,Cleveland Hopkins International Airport,314,6,7,0,N,0,3,0,0,0,58
7,6/1/2019,2042,2149,2125,WN,Southwest Airlines Co.,881,N694SW,67,70,53,24,27,BWI,Baltimore-Washington International Airport,CLE,Cleveland Hopkins International Airport,314,5,9,0,N,0,5,0,0,0,19
7,6/1/2019,1654,1804,1745,WN,Southwest Airlines Co.,219,N757LV,70,80,57,19,29,BWI,Baltimore-Washington International Airport,CMH,Port Columbus International Airport,336,6,7,0,N,0,1,0,0,0,18
7,6/1/2019,1919,2030,2015,WN,Southwest Airlines Co.,1143,N600WN,71,80,54,15,24,BWI,Baltimore-Washington International Airport,CMH,Port Columbus International Airport,336,5,12,0,N,0,15,0,0,0,0
7,6/1/2019,1851,2050,2025,WN,Southwest Airlines Co.,3331,N788SA,239,250,225,25,36,BWI,Baltimore-Washington International Airport,DEN,Denver International Airport,1491,7,7,0,N,0,12,0,0,0,13
7,6/1/2019,2004,2141,2115,WN,Southwest Airlines Co.,1170,N389SW,97,90,73,26,19,BWI,Baltimore-Washington International Airport,DTW,Detroit Metropolitan Airport,408,8,16,0,N,0,5,0,7,0,14
7,6/1/2019,1916,2014,1955,WN,Southwest Airlines Co.,1155,N726SW,58,60,43,19,21,BWI,Baltimore-Washington International Airport,ISP,Long Island MacArthur Airport,220,4,11,0,N,0,16,0,0,0,3
7,6/1/2019,2130,2227,2055,WN,Southwest Airlines Co.,1678,N239WN,57,60,44,92,95,BWI,Baltimore-Washington International Airport,ISP,Long Island MacArthur Airport,220,4,9,0,N,0,0,0,0,0,92
7,6/1/2019,1617,1712,1655,WN,Southwest Airlines Co.,3771,N286WN,55,60,41,17,22,BWI,Baltimore-Washington International Airport,ISP,Long Island MacArthur Airport,220,4,10,0,N,0,4,0,0,0,13
7,6/1/2019,2006,2227,2125,WN,Southwest Airlines Co.,135,N763SW,321,325,304,62,66,BWI,Baltimore-Washington International Airport,LAS,McCarran International Airport,2106,5,12,0,N,0,62,0,0,0,0
7,6/1/2019,1130,1254,1215,WN,Southwest Airlines Co.,700,N374SW,144,160,130,39,55,BWI,Baltimore-Washington International Airport,LIT,Bill and Hillary Clinton National Airport (Adams Field),912,5,9,0,N,0,39,0,0,0,0
7,6/1/2019,1852,2007,1950,WN,Southwest Airlines Co.,224,N401WN,75,75,64,17,17,BWI,Baltimore-Washington International Airport,MHT,Manchester-Boston Regional Airport,377,3,8,0,N,0,17,0,0,0,0
7,6/1/2019,1015,1129,1105,WN,Southwest Airlines Co.,889,N488WN,74,75,58,24,25,BWI,Baltimore-Washington International Airport,MHT,Manchester-Boston Regional Airport,377,4,12,0,N,0,1,0,0,0,23
7,6/1/2019,1909,1950,1805,WN,Southwest Airlines Co.,1828,N683SW,41,50,30,105,114,BWI,Baltimore-Washington International Airport,ORF,Norfolk International Airport,159,3,8,0,N,0,3,0,0,0,102
7,6/1/2019,1227,1321,1300,WN,Southwest Airlines Co.,458,N419WN,54,60,37,21,27,BWI,Baltimore-Washington International Airport,PIT,Pittsburgh International Airport,210,6,11,0,N,0,21,0,0,0,0
7,6/1/2019,1136,1247,1205,WN,Southwest Airlines Co.,99,N450WN,71,65,53,42,36,BWI,Baltimore-Washington International Airport,PVD,Theodore Francis Green State Airport,328,5,13,0,N,0,13,0,6,0,23
7,6/1/2019,1914,2020,2005,WN,Southwest Airlines Co.,394,N226WN,66,70,50,15,19,BWI,Baltimore-Washington International Airport,PVD,Theodore Francis Green State Airport,328,5,11,0,N,0,15,0,0,0,0
7,6/1/2019,2213,2324,2245,WN,Southwest Airlines Co.,2014,N221WN,71,65,53,39,33,BWI,Baltimore-Washington International Airport,PVD,Theodore Francis Green State Airport,328,5,13,0,N,0,20,0,6,0,13
7,6/1/2019,1615,1712,1615,WN,Southwest Airlines Co.,182,N396SW,57,65,41,57,65,BWI,Baltimore-Washington International Airport,RDU,Raleigh-Durham International Airport,255,7,9,0,N,0,34,0,0,0,23
7,6/1/2019,1024,1120,1050,WN,Southwest Airlines Co.,291,N695SW,56,65,43,30,39,BWI,Baltimore-Washington International Airport,RDU,Raleigh-Durham International Airport,255,3,10,0,N,0,30,0,0,0,0
7,6/1/2019,2144,2242,2215,WN,Southwest Airlines Co.,1154,N655WN,58,65,42,27,34,BWI,Baltimore-Washington International Airport,RDU,Raleigh-Durham International Airport,255,5,11,0,N,0,27,0,0,0,0
7,6/1/2019,1929,2226,2130,WN,Southwest Airlines Co.,1320,N238WN,357,350,343,56,49,BWI,Baltimore-Washington International Airport,SAN,San Diego International Airport (Lindbergh Field),2295,4,10,0,N,0,14,0,7,0,35
7,6/1/2019,2144,2147,2110,WN,Southwest Airlines Co.,3840,N719SW,63,75,52,37,49,CLE,Cleveland Hopkins International Airport,MDW,Chicago Midway International Airport,307,4,7,0,N,0,0,0,0,0,37
7,6/1/2019,1831,2009,1950,WN,Southwest Airlines Co.,219,N757LV,278,275,260,19,16,CMH,Port Columbus International Airport,LAS,McCarran International Airport,1772,11,7,0,N,0,0,0,3,0,16
7,6/1/2019,1949,1953,1930,WN,Southwest Airlines Co.,556,N469WN,64,70,53,23,29,CMH,Port Columbus International Airport,MDW,Chicago Midway International Airport,284,6,5,0,N,0,2,0,0,0,21
7,6/1/2019,1806,1856,1830,WN,Southwest Airlines Co.,52,N505SW,50,50,40,26,26,CRP,Corpus Christi International Airport,HOU,William P. Hobby Airport,187,3,7,0,N,0,8,0,0,0,18
7,6/1/2019,2027,2118,2040,WN,Southwest Airlines Co.,60,N330SW,51,50,36,38,37,CRP,Corpus Christi International Airport,HOU,William P. Hobby Airport,187,8,7,0,N,0,0,0,1,0,37
7,6/1/2019,1220,1311,1255,WN,Southwest Airlines Co.,61,N684WN,111,110,99,16,15,DAL,Dallas Love Field,ABQ,Albuquerque International Sunport,580,3,9,0,N,0,15,0,1,0,0
7,6/1/2019,1444,1532,1450,WN,Southwest Airlines Co.,700,N374SW,48,50,36,42,44,DAL,Dallas Love Field,AUS,Austin-Bergstrom International Airport,189,3,9,0,N,0,4,0,0,0,38
7,6/1/2019,1838,1923,1900,WN,Southwest Airlines Co.,1760,N603SW,45,50,35,23,28,DAL,Dallas Love Field,AUS,Austin-Bergstrom International Airport,189,3,7,0,N,0,2,0,0,0,21
7,6/1/2019,2045,2131,2055,WN,Southwest Airlines Co.,2969,N643SW,46,50,35,36,40,DAL,Dallas Love Field,AUS,Austin-Bergstrom International Airport,189,3,8,0,N,0,1,0,0,0,35
7,6/1/2019,1440,1523,1505,WN,Southwest Airlines Co.,28,N510SW,103,105,88,18,20,DAL,Dallas Love Field,ELP,El Paso International Airport,562,4,11,0,N,0,18,0,0,0,0
7,6/1/2019,2019,2058,2035,WN,Southwest Airlines Co.,50,N520SW,99,105,90,23,29,DAL,Dallas Love Field,ELP,El Paso International Airport,562,2,7,0,N,0,2,0,0,0,21
7,6/1/2019,1113,1215,1200,WN,Southwest Airlines Co.,19,N308SA,62,60,48,15,13,DAL,Dallas Love Field,HOU,William P. Hobby Airport,239,3,11,0,N,0,13,0,2,0,0
7,6/1/2019,1802,1905,1800,WN,Southwest Airlines Co.,43,N330SW,63,60,48,65,62,DAL,Dallas Love Field,HOU,William P. Hobby Airport,239,6,9,0,N,0,0,0,3,0,62
7,6/1/2019,1759,1855,1830,WN,Southwest Airlines Co.,45,N366SW,56,60,45,25,29,DAL,Dallas Love Field,HOU,William P. Hobby Airport,239,4,7,0,N,0,6,0,0,0,19
7,6/1/2019,1918,2020,1930,WN,Southwest Airlines Co.,49,N515SW,62,60,48,50,48,DAL,Dallas Love Field,HOU,William P. Hobby Airport,239,4,10,0,N,0,10,0,2,0,38
7,6/1/2019,2120,2216,2200,WN,Southwest Airlines Co.,59,N525SW,56,60,43,16,20,DAL,Dallas Love Field,HOU,William P. Hobby Airport,239,5,8,0,N,0,0,0,0,0,16
7,6/1/2019,1533,1637,1620,WN,Southwest Airlines Co.,32,N201LV,64,65,49,17,18,DAL,Dallas Love Field,LBB,Lubbock Preston Smith International Airport,293,3,12,0,N,0,12,0,0,0,5
7,6/1/2019,1953,2042,2025,WN,Southwest Airlines Co.,397,N498WN,49,60,40,17,28,DAL,Dallas Love Field,LIT,Bill and Hillary Clinton National Airport (Adams Field),296,3,6,0,N,0,2,0,0,0,15
7,6/1/2019,1113,1237,1205,WN,Southwest Airlines Co.,914,N661SW,84,85,70,32,33,DAL,Dallas Love Field,MCI,Kansas City International Airport,461,5,9,0,N,0,29,0,0,0,3
7,6/1/2019,1442,1558,1540,WN,Southwest Airlines Co.,85,N364SW,76,75,60,18,17,DAL,Dallas Love Field,MSY,Louis Armstrong New Orleans International Airport,437,7,9,0,N,0,9,0,1,0,8
7,6/1/2019,2046,2200,2130,WN,Southwest Airlines Co.,688,N505SW,74,75,61,30,31,DAL,Dallas Love Field,MSY,Louis Armstrong New Orleans International Airport,437,3,10,0,N,0,15,0,0,0,15
7,6/1/2019,1235,1346,1330,WN,Southwest Airlines Co.,1170,N389SW,71,75,61,16,20,DAL,Dallas Love Field,MSY,Louis Armstrong New Orleans International Airport,437,3,7,0,N,0,6,0,0,0,10
7,6/1/2019,1543,1626,1600,WN,Southwest Airlines Co.,303,N641SW,43,50,32,26,33,DAL,Dallas Love Field,OKC,Will Rogers World Airport,181,3,8,0,N,0,6,0,0,0,20
7,6/1/2019,1814,1910,1855,WN,Southwest Airlines Co.,1166,N728SW,56,60,45,15,19,DAL,Dallas Love Field,SAT,San Antonio International Airport,248,3,8,0,N,0,0,0,0,0,15
7,6/1/2019,1519,1641,1625,WN,Southwest Airlines Co.,30,N719SW,82,95,68,16,29,DAL,Dallas Love Field,STL,St. Louis International Airport at Lambert Field,546,3,11,0,N,0,2,0,0,0,14
7,6/1/2019,1833,1951,1935,WN,Southwest Airlines Co.,141,N201LV,78,95,69,16,33,DAL,Dallas Love Field,STL,St. Louis International Airport at Lambert Field,546,3,6,0,N,0,3,0,0,0,13
7,6/1/2019,2127,2215,2200,WN,Southwest Airlines Co.,271,N292WN,48,55,38,15,22,DAL,Dallas Love Field,TUL,Tulsa International Airport,237,3,7,0,N,0,3,0,0,0,12
7,6/1/2019,1505,1619,1530,WN,Southwest Airlines Co.,806,N410WN,74,75,58,49,50,DEN,Denver International Airport,ABQ,Albuquerque International Sunport,349,4,12,0,N,0,16,0,0,0,33
7,6/1/2019,1822,2033,2000,WN,Southwest Airlines Co.,1582,N394SW,71,75,56,33,37,DEN,Denver International Airport,AMA,Rick Husband Amarillo International Airport,358,4,11,0,N,0,10,0,0,0,23
7,6/1/2019,1732,2049,1920,WN,Southwest Airlines Co.,1262,N383SW,137,145,121,89,97,DEN,Denver International Airport,BNA,Nashville International Airport,1013,4,12,0,N,0,83,0,0,0,6
7,6/1/2019,1248,1627,1525,WN,Southwest Airlines Co.,720,N405WN,159,140,146,62,43,DEN,Denver International Airport,HOU,William P. Hobby Airport,883,4,9,0,N,0,7,0,19,0,36
7,6/1/2019,2007,2327,2245,WN,Southwest Airlines Co.,2907,N669SW,140,140,119,42,42,DEN,Denver International Airport,HOU,William P. Hobby Airport,883,13,8,0,N,0,6,0,0,0,36
7,6/1/2019,1627,1734,1715,WN,Southwest Airlines Co.,510,N792SW,127,115,96,19,7,DEN,Denver International Airport,LAS,McCarran International Airport,629,13,18,0,N,0,7,0,12,0,0
7,6/1/2019,941,1043,1025,WN,Southwest Airlines Co.,583,N309SW,122,115,102,18,11,DEN,Denver International Airport,LAS,McCarran International Airport,629,4,16,0,N,0,10,0,7,0,1
7,6/1/2019,2024,2122,2105,WN,Southwest Airlines Co.,900,N686SW,118,115,106,17,14,DEN,Denver International Airport,LAS,McCarran International Airport,629,5,7,0,N,0,11,0,3,0,3
7,6/1/2019,1907,1955,1940,WN,Southwest Airlines Co.,2367,N619SW,108,115,95,15,22,DEN,Denver International Airport,LAS,McCarran International Airport,629,5,8,0,N,0,10,0,0,0,5
7,6/1/2019,1853,2115,2055,WN,Southwest Airlines Co.,1568,N688SW,82,90,68,20,28,DEN,Denver International Airport,MCI,Kansas City International Airport,533,3,11,0,N,0,1,0,0,0,19
7,6/1/2019,1715,2231,2200,WN,Southwest Airlines Co.,706,N778SW,196,205,183,31,40,DEN,Denver International Airport,MCO,Orlando International Airport,1545,5,8,0,N,0,31,0,0,0,0
7,6/1/2019,1434,1700,1630,WN,Southwest Airlines Co.,1760,N603SW,86,85,70,30,29,DEN,Denver International Airport,OKC,Will Rogers World Airport,495,5,11,0,N,0,22,0,1,0,7
7,6/1/2019,1840,2059,2020,WN,Southwest Airlines Co.,381,N656SW,139,115,106,39,15,DEN,Denver International Airport,PHX,Phoenix Sky Harbor International Airport,602,13,20,0,N,0,4,0,24,0,11
7,6/1/2019,2107,2300,2235,WN,Southwest Airlines Co.,2970,N742SW,113,115,95,25,27,DEN,Denver International Airport,PHX,Phoenix Sky Harbor International Airport,602,3,15,0,N,0,7,0,0,0,18
7,6/1/2019,1309,1456,1415,WN,Southwest Airlines Co.,472,N338SW,167,180,150,41,54,DEN,Denver International Airport,SEA,Seattle-Tacoma International Airport,1024,4,13,0,N,0,0,0,0,0,41
7,6/1/2019,1308,1432,1350,WN,Southwest Airlines Co.,130,N658SW,84,85,73,42,43,DEN,Denver International Airport,SLC,Salt Lake City International Airport,391,3,8,0,N,0,0,42,0,0,0
7,6/1/2019,1734,1901,1750,WN,Southwest Airlines Co.,1852,N717SA,87,85,70,71,69,DEN,Denver International Airport,SLC,Salt Lake City International Airport,391,3,14,0,N,0,20,0,2,0,49
7,6/1/2019,2119,2237,2215,WN,Southwest Airlines Co.,3331,N788SA,78,85,63,22,29,DEN,Denver International Airport,SLC,Salt Lake City International Airport,391,4,11,0,N,0,3,0,0,0,19
7,6/1/2019,1735,2300,2110,WN,Southwest Airlines Co.,963,N380SW,205,205,188,110,110,DEN,Denver International Airport,TPA,Tampa International Airport,1506,6,11,0,N,0,10,0,0,0,100
7,6/1/2019,1415,1542,1525,WN,Southwest Airlines Co.,3771,N286WN,87,85,65,17,15,DTW,Detroit Metropolitan Airport,BWI,Baltimore-Washington International Airport,408,3,19,0,N,0,5,0,2,0,10
7,6/1/2019,1729,1744,1725,WN,Southwest Airlines Co.,581,N279WN,75,70,53,19,14,DTW,Detroit Metropolitan Airport,MDW,Chicago Midway International Airport,229,5,17,0,N,0,12,0,5,0,2
7,6/1/2019,1411,1422,1230,WN,Southwest Airlines Co.,1654,N683SW,71,65,56,112,106,DTW,Detroit Metropolitan Airport,MDW,Chicago Midway International Airport,229,4,11,0,N,0,5,0,6,0,101
7,6/1/2019,1659,1917,1900,WN,Southwest Airlines Co.,330,N473WN,78,85,68,17,24,ELP,El Paso International Airport,AUS,Austin-Bergstrom International Airport,528,3,7,0,N,0,6,0,0,0,11
7,6/1/2019,2144,3,2310,WN,Southwest Airlines Co.,1671,N382SW,79,85,67,53,59,ELP,El Paso International Airport,AUS,Austin-Bergstrom International Airport,528,5,7,0,N,0,0,0,4,0,49
7,6/1/2019,2129,2348,2235,WN,Southwest Airlines Co.,2192,N682SW,79,90,69,73,84,ELP,El Paso International Airport,DAL,Dallas Love Field,562,3,7,0,N,0,4,0,0,0,69
7,6/1/2019,1822,2103,1955,WN,Southwest Airlines Co.,894,N405WN,101,105,87,68,72,ELP,El Paso International Airport,HOU,William P. Hobby Airport,677,4,10,0,N,0,9,0,0,0,59
7,6/1/2019,1658,1752,1715,WN,Southwest Airlines Co.,391,N241WN,114,110,100,37,33,ELP,El Paso International Airport,LAS,McCarran International Airport,584,4,10,0,N,0,9,0,4,0,24
7,6/1/2019,1835,1959,1935,WN,Southwest Airlines Co.,1414,N699SW,144,130,119,24,10,ELP,El Paso International Airport,LAX,Los Angeles International Airport,714,16,9,0,N,0,10,0,14,0,0
7,6/1/2019,1909,2104,2045,WN,Southwest Airlines Co.,1745,N745SW,55,55,42,19,19,ELP,El Paso International Airport,LBB,Lubbock Preston Smith International Airport,295,3,10,0,N,0,0,0,0,0,19
7,6/1/2019,1548,1703,1640,WN,Southwest Airlines Co.,28,N510SW,75,75,59,23,23,ELP,El Paso International Airport,PHX,Phoenix Sky Harbor International Airport,347,6,10,0,N,0,5,0,0,0,18
7,6/1/2019,2123,2239,2215,WN,Southwest Airlines Co.,50,N520SW,76,75,61,24,23,ELP,El Paso International Airport,PHX,Phoenix Sky Harbor International Airport,347,5,10,0,N,0,0,0,1,0,23
7,6/1/2019,1247,1403,1345,WN,Southwest Airlines Co.,2094,N664WN,76,75,60,18,17,ELP,El Paso International Airport,PHX,Phoenix Sky Harbor International Airport,347,6,10,0,N,0,15,0,1,0,2
7,6/1/2019,1818,1937,1910,WN,Southwest Airlines Co.,2361,N747SA,79,75,62,27,23,ELP,El Paso International Airport,PHX,Phoenix Sky Harbor International Airport,347,4,13,0,N,0,11,0,4,0,12
7,6/1/2019,1914,2128,2100,WN,Southwest Airlines Co.,500,N628SW,74,75,63,28,29,ELP,El Paso International Airport,SAT,San Antonio International Airport,496,2,9,0,N,0,3,0,0,0,25
7,6/1/2019,1420,1551,1530,WN,Southwest Airlines Co.,2380,N296WN,151,140,116,21,10,FLL,Fort Lauderdale-Hollywood International Airport,BNA,Nashville International Airport,793,4,31,0,N,0,10,0,11,0,0
7,6/1/2019,1341,1618,1550,WN,Southwest Airlines Co.,219,N757LV,157,155,133,28,26,FLL,Fort Lauderdale-Hollywood International Airport,BWI,Baltimore-Washington International Airport,925,3,21,0,N,0,0,0,2,19,7
7,6/1/2019,2158,26,2330,WN,Southwest Airlines Co.,3313,N321SW,148,150,128,56,58,FLL,Fort Lauderdale-Hollywood International Airport,BWI,Baltimore-Washington International Airport,925,7,13,0,N,0,56,0,0,0,0
7,6/1/2019,1313,1557,1525,WN,Southwest Airlines Co.,3393,N741SA,164,165,148,32,33,FLL,Fort Lauderdale-Hollywood International Airport,ISP,Long Island MacArthur Airport,1093,3,13,0,N,0,32,0,0,0,0
7,6/1/2019,2059,2300,2220,WN,Southwest Airlines Co.,485,N353SW,181,185,158,40,44,FLL,Fort Lauderdale-Hollywood International Airport,MDW,Chicago Midway International Airport,1166,5,18,0,N,0,40,0,0,0,0
7,6/1/2019,1611,1923,1900,WN,Southwest Airlines Co.,1055,N503SW,192,180,168,23,11,FLL,Fort Lauderdale-Hollywood International Airport,PVD,Theodore Francis Green State Airport,1188,5,19,0,N,0,8,0,12,0,3
7,6/1/2019,2203,2255,2230,WN,Southwest Airlines Co.,886,N385SW,52,60,35,25,33,FLL,Fort Lauderdale-Hollywood International Airport,TPA,Tampa International Airport,197,4,13,0,N,0,14,0,0,0,11
7,6/1/2019,1411,1517,1500,WN,Southwest Airlines Co.,3399,N662SW,66,60,36,17,11,FLL,Fort Lauderdale-Hollywood International Airport,TPA,Tampa International Airport,197,3,27,0,N,0,11,0,6,0,0
7,6/1/2019,1856,2003,1930,WN,Southwest Airlines Co.,3596,N261WN,67,60,39,33,26,FLL,Fort Lauderdale-Hollywood International Airport,TPA,Tampa International Airport,197,5,23,0,N,0,6,0,7,0,20
7,6/1/2019,1707,1909,1845,WN,Southwest Airlines Co.,1403,N633SW,62,60,43,24,22,GEG,Spokane International Airport,BOI,Boise Airport (Boise Air Terminal),287,11,8,0,N,0,0,0,2,0,22
7,6/1/2019,1839,2043,2020,WN,Southwest Airlines Co.,1682,N434WN,124,140,112,23,39,GEG,Spokane International Airport,LAS,McCarran International Airport,806,4,8,0,N,0,0,0,0,0,23
7,6/1/2019,1223,1453,1420,WN,Southwest Airlines Co.,2726,N754SW,150,140,116,33,23,GEG,Spokane International Airport,LAS,McCarran International Airport,806,3,31,0,N,0,0,0,25,0,8
7,6/1/2019,725,945,925,WN,Southwest Airlines Co.,1022,N689SW,140,130,108,20,10,GEG,Spokane International Airport,OAK,Oakland International Airport,723,6,26,0,N,0,10,0,10,0,0
7,6/1/2019,1014,1127,1110,WN,Southwest Airlines Co.,2558,N692SW,73,65,51,17,9,GEG,Spokane International Airport,PDX,Portland International Airport,279,3,19,0,N,0,3,0,8,0,6
7,6/1/2019,1418,1536,1450,WN,Southwest Airlines Co.,3659,N497WN,78,65,51,46,33,GEG,Spokane International Airport,PDX,Portland International Airport,279,4,23,0,N,0,13,0,13,0,20
7,6/1/2019,953,1059,1040,WN,Southwest Airlines Co.,73,N350SW,66,60,44,19,13,GEG,Spokane International Airport,SEA,Seattle-Tacoma International Airport,224,4,18,0,N,0,5,0,6,0,8
